col_index	release_date	title	production_budget	domestic_gross	worldwide_gross
2575	12/17/2004	Mar adentro	13,300,000	2,086,345	39,686,345
2576	12/23/1987	Good Morning Vietnam	13,000,000	123,922,370	123,922,370
2577	12/3/2010	Black Swan	13,000,000	106,954,678	331,266,710
2578	1/12/2001	Save the Last Dance	13,000,000	91,038,276	131,638,276
2579	2/9/2011	Justin Bieber: Never Say Never	13,000,000	73,013,910	99,034,125
2580	2/11/2000	Snow Day	13,000,000	60,008,303	62,452,927
2581	1/23/2004	The Butterfly Effect	13,000,000	57,924,679	96,046,844
2582	12/11/1974	The Godfather: Part II	13,000,000	57,300,000	57,300,000
2583	7/17/1987	RoboCop	13,000,000	53,424,681	53,424,681
2584	3/15/2013	The Call	13,000,000	51,872,378	58,938,768
2585	8/19/1988	A Nightmare on Elm Street 4: The Dream Master	13,000,000	49,369,899	49,369,899
2586	11/21/2007	This Christmas	13,000,000	49,121,934	49,733,545
2587	2/14/2014	About Last Night	13,000,000	48,637,684	48,637,684
2588	12/15/2000	Dude, Where's My Car?	13,000,000	46,729,374	73,180,297
2589	8/12/1988	Young Guns	13,000,000	44,726,644	44,726,644
2590	3/31/1999	Ten Things I Hate About You	13,000,000	38,177,966	60,414,025
2591	7/2/2014	Earth to Echo	13,000,000	37,309,819	37,309,819
2592	5/10/2002	The New Guy	13,000,000	28,972,187	28,972,187
2593	2/5/1993	Loaded Weapon 1	13,000,000	27,979,399	27,979,399
2594	3/12/1999	Baby Geniuses	13,000,000	27,151,490	27,151,490
2595	4/24/1998	The Big Hit	13,000,000	27,066,941	27,066,941
2596	11/9/1990	Child's Play 2	13,000,000	26,904,572	34,166,572
2597	7/10/1996	Harriet the Spy	13,000,000	26,570,048	26,570,048
2598	3/1/2013	21 and Over	13,000,000	25,682,380	42,195,766
2599	11/21/2007	The Mist	13,000,000	25,593,755	54,777,490
2600	10/29/1999	Being John Malkovich	13,000,000	22,858,926	32,382,381
2601	9/7/2001	Two Can Play That Game	13,000,000	22,235,901	22,391,450
2602	3/22/2013	Admission	13,000,000	18,007,317	18,733,666
2603	9/21/2012	The Perks of Being a Wallflower	13,000,000	17,742,948	33,384,127
2604	6/29/2001	crazy/beautiful	13,000,000	16,929,123	19,929,123
2605	8/28/1998	54	13,000,000	16,757,163	16,757,163
2606	12/20/2006	Letters from Iwo Jima	13,000,000	13,756,082	68,756,082
2607	5/29/2009	Män som hatar kvinnor	13,000,000	12,749,992	109,421,911
2608	2/23/2007	The Astronaut Farmer	13,000,000	11,003,643	11,141,213
2609	6/12/1998	Dirty Work	13,000,000	10,020,081	10,020,081
2610	5/8/1998	Woo	13,000,000	8,064,972	8,064,972
2611	4/13/1994	Serial Mom	13,000,000	7,881,335	7,881,335
2612	8/4/1999	Dick	13,000,000	6,276,869	6,276,869
2613	11/10/1999	Light It Up	13,000,000	5,871,603	5,871,603
2614	8/24/2001	Bubble Boy	13,000,000	5,002,310	5,002,310
2615	2/1/2002	Birthday Girl	13,000,000	4,919,896	8,130,727
2616	5/4/2007	Paris, je t'aime	13,000,000	4,857,374	4,857,374
2617	8/24/2007	Resurrecting the Champ	13,000,000	3,172,382	3,260,555
2618	3/26/2010	Chloe	13,000,000	3,075,255	9,675,172
2619	3/2/2001	The Widow of St. Pierre	13,000,000	3,058,380	3,058,380
2620	4/5/1996	Faithful	13,000,000	2,104,439	2,104,439
2621	2/26/2010	Un Prophète	13,000,000	2,087,720	19,910,624
2622	12/3/2010	I Love You, Phillip Morris	13,000,000	2,037,459	15,144,685
2623	3/17/2006	Find Me Guilty	13,000,000	1,173,673	1,788,077
2624	5/14/1993	Excessive Force	13,000,000	1,152,117	1,152,117
2625	10/13/2006	Infamous	13,000,000	1,151,330	2,613,717
2626	7/29/2011	Attack the Block	13,000,000	1,024,175	5,406,422
2627	12/29/2000	The Claim	13,000,000	622,023	1,596,672
2628	6/18/2010	The Killer Inside Me	13,000,000	217,277	3,617,277
2629	3/30/2012	Womb	13,000,000	0	0
2630	2/27/2015	The Vatican Tapes	13,000,000	0	0
2631	7/12/2002	Crocodile Hunter: Collision Course	12,500,000	28,436,931	33,436,931
2632	9/3/2010	Machete	12,500,000	26,593,646	44,331,957
2633	12/19/2002	Antwone Fisher	12,500,000	21,078,145	23,367,586
2634	2/12/1982	La Guerre du feu	12,500,000	20,959,585	20,959,585
2635	11/22/2002	The Emperor's Club	12,500,000	14,060,950	16,193,713
2636	9/10/1993	True Romance	12,500,000	12,281,000	12,281,000
2637	9/11/2009	Sorority Row	12,500,000	11,965,282	26,735,797
2638	9/30/1992	Glengarry Glen Ross	12,500,000	10,725,228	10,725,228
2639	11/7/2008	The Boy in the Striped Pajamas	12,500,000	9,046,156	44,083,403
2640	4/2/1982	Cat People	12,500,000	7,000,000	21,000,000
2641	5/25/1979	The Prisoner of Zenda	12,500,000	7,000,000	7,000,000
2642	10/15/2010	Conviction	12,500,000	6,797,696	10,133,552
2643	10/12/2007	Lars and the Real Girl	12,500,000	5,956,480	10,553,442
2644	5/21/2010	Solitary Man	12,500,000	4,360,548	4,360,548
2645	9/22/2000	Dancer in the Dark	12,500,000	4,157,491	45,557,491
2646	12/17/2010	Casino Jack	12,500,000	2,039,869	2,080,869
2647	12/31/1997	Oscar and Lucinda	12,500,000	1,612,957	1,612,957
2648	11/1/1996	The Funeral	12,500,000	1,212,799	1,412,799
2649	9/3/2004	Tae Guik Gi: The Brotherhood of War	12,500,000	1,110,186	69,826,708
2650	4/16/2010	The Perfect Game	12,500,000	1,089,445	3,931,367
2651	11/18/1988	The Land Before Time	12,300,000	48,092,846	81,972,846
2652	6/20/1975	Jaws	12,000,000	260,000,000	470,700,000
2653	12/26/1973	The Exorcist	12,000,000	204,868,002	402,735,134
2654	6/6/2014	The Fault in Our Stars	12,000,000	123,644,846	264,544,846
2655	7/9/1999	American Pie	12,000,000	101,800,948	234,723,148
2656	4/20/2012	Think Like a Man	12,000,000	91,547,205	96,155,124
2657	4/16/2014	Heaven is for Real	12,000,000	91,386,097	100,051,847
2658	6/4/1982	Star Trek II: The Wrath of Khan	12,000,000	79,912,963	96,800,000
2659	12/12/1986	The Golden Child	12,000,000	79,817,937	79,817,937
2660	9/13/2002	Barbershop	12,000,000	75,781,642	77,081,642
2661	6/3/1983	War Games	12,000,000	74,433,837	74,433,837
2662	2/4/1994	Ace Ventura: Pet Detective	12,000,000	72,217,396	107,217,396
2663	2/24/2012	Act of Valor	12,000,000	70,012,847	82,497,035
2664	2/8/1985	Witness	12,000,000	65,532,576	65,532,576
2665	8/11/2006	Step Up	12,000,000	65,328,121	110,989,157
2666	2/3/2012	Chronicle	12,000,000	64,575,175	127,075,175
2667	12/20/1996	Beavis and Butt-head Do America	12,000,000	63,118,386	63,118,386
2668	1/1/1970	Patton	12,000,000	62,500,000	62,500,000
2669	3/2/2012	Project X	12,000,000	54,731,865	96,731,865
2670	12/25/1997	Jackie Brown	12,000,000	39,673,162	74,727,492
2671	11/18/1983	Yentl	12,000,000	39,012,241	39,012,241
2672	4/25/2008	Harold & Kumar Escape from Guantanamo Bay	12,000,000	38,108,728	43,231,984
2673	11/22/2013	Philomena	12,000,000	37,709,979	79,037,621
2674	11/6/1981	Time Bandits	12,000,000	37,400,000	37,400,000
2675	2/15/2002	Crossroads	12,000,000	37,188,667	57,000,000
2676	10/10/2008	Quarantine	12,000,000	31,691,811	41,291,811
2677	8/21/2002	One Hour Photo	12,000,000	31,597,131	52,223,306
2678	2/1/2008	The Eye	12,000,000	31,418,697	56,918,697
2679	4/7/2004	Johnson Family Vacation	12,000,000	31,203,964	31,462,753
2680	12/21/2001	How High	12,000,000	31,155,435	31,260,435
2681	10/7/1960	Spartacus	12,000,000	30,000,000	60,000,000
2682	9/1/2006	Crank	12,000,000	27,838,408	43,924,923
2683	12/11/1992	The Muppet Christmas Carol	12,000,000	27,281,507	27,281,507
2684	10/25/2002	Frida	12,000,000	25,885,000	55,710,675
2685	7/5/2012	Katy Perry: Part of Me 3D	12,000,000	25,326,071	30,226,071
2686	11/24/2010	Faster	12,000,000	23,240,020	35,658,648
2687	9/11/1998	Rounders	12,000,000	22,921,898	22,921,898
2688	4/28/1967	Casino Royale	12,000,000	22,744,718	41,744,718
2689	6/15/1979	Prophecy	12,000,000	22,673,340	22,673,340
2690	5/14/2010	Just Wright	12,000,000	21,540,363	22,054,075
2691	9/10/1999	A Stir of Echoes	12,000,000	21,133,087	21,133,087
2692	1/13/1995	Tales from the Crypt: Demon Knight	12,000,000	21,089,146	21,089,146
2693	1/1/1978	The Boys from Brazil	12,000,000	19,000,000	19,000,000
2694	3/11/2005	The Upside of Anger	12,000,000	18,761,993	28,915,761
2695	3/3/2006	Aquamarine	12,000,000	18,597,342	22,978,953
2696	11/15/2013	Nebraska	12,000,000	17,654,912	24,761,360
2697	1/9/2004	My Baby's Daddy	12,000,000	17,321,573	17,322,212
2698	10/5/2001	Max Keeble's Big Move	12,000,000	17,292,381	17,292,381
2699	12/9/2011	Young Adult	12,000,000	16,311,571	22,750,356
2700	11/1/2013	About Time	12,000,000	15,323,921	87,577,731
2701	8/6/1997	Def Jam's How To Be a Player	12,000,000	14,010,363	14,010,363
2702	10/30/1998	Living Out Loud	12,000,000	12,905,901	12,905,901
2703	10/3/2008	Rachel Getting Married	12,000,000	12,796,861	13,326,864
2704	3/20/1981	The Postman Always Rings Twice	12,000,000	12,200,000	44,200,000
2705	12/12/2003	Girl with a Pearl Earring	12,000,000	11,634,362	43,281,552
2706	2/10/1982	Das Boot	12,000,000	11,487,676	84,970,337
2707	12/3/2004	House of Flying Daggers	12,000,000	11,050,094	92,863,945
2708	3/22/2002	Sorority Boys	12,000,000	10,198,766	12,516,222
2709	12/5/2008	Cadillac Records	12,000,000	8,138,000	8,138,000
2710	9/14/2012	Arbitrage	12,000,000	7,919,574	26,685,784
2711	10/24/1960	The Alamo	12,000,000	7,900,000	7,900,000
2712	5/12/2000	Screwed	12,000,000	6,982,680	6,982,680
2713	10/20/2006	Running With Scissors	12,000,000	6,860,000	8,706,701
2714	9/3/1993	Fortress	12,000,000	6,730,578	46,730,578
2715	6/1/2012	For Greater Glory	12,000,000	5,669,081	10,026,255
2716	11/17/2006	For Your Consideration	12,000,000	5,549,923	5,549,923
2717	11/20/1998	Celebrity	12,000,000	5,078,660	6,200,000
2718	6/20/2003	From Justin to Kelly	12,000,000	4,922,166	4,922,166
2719	6/6/1986	Invaders from Mars	12,000,000	4,884,663	4,984,663
2720	3/22/1996	Girl 6	12,000,000	4,880,941	4,880,941
2721	10/22/2003	In the Cut	12,000,000	4,717,455	23,693,646
2722	2/22/2008	Charlie Bartlett	12,000,000	3,950,294	5,295,909
2723	2/13/2009	Two Lovers	12,000,000	3,149,034	16,349,034
2724	2/15/2002	Last Orders	12,000,000	2,326,407	2,326,407
2725	3/9/2007	Gwoemul	12,000,000	2,201,923	92,618,117
2726	11/13/1981	The Pursuit of D.B. Cooper	12,000,000	2,104,164	2,104,164
2727	3/19/1999	Ravenous	12,000,000	2,062,406	2,062,406
2728	6/14/2002	The Dangerous Lives of Altar Boys	12,000,000	1,779,284	1,779,284
2729	3/7/2008	Married Life	12,000,000	1,506,998	1,506,998
2730	8/5/2005	2046	12,000,000	1,442,338	19,202,856
2731	9/30/2005	Duma	12,000,000	870,067	994,790
2732	6/4/2010	Ondine	12,000,000	550,472	550,472
2733	7/20/2001	Brother	12,000,000	450,594	450,594
2734	10/4/2002	Welcome to Collinwood	12,000,000	378,650	378,650
2735	4/18/2008	Life Before Her Eyes	12,000,000	303,439	7,203,439
2736	10/31/1997	Critical Care	12,000,000	220,175	220,175
2737	9/28/2007	Trade	12,000,000	214,202	1,513,388
2738	1/6/2006	Fateless	12,000,000	196,857	196,857
2739	9/3/2010	San qiang pai an jing qi	12,000,000	190,946	310,946
2740	9/17/1999	Breakfast of Champions	12,000,000	178,287	178,287
2741	3/9/2001	Company Man	12,000,000	146,028	622,273
2742	5/11/2011	Nanjing! Nanjing!	12,000,000	122,558	20,122,558
2743	8/19/2011	5 Days of War	12,000,000	17,479	17,479
2744	12/31/2011	Tu Xia Chuan Qi	12,000,000	0	1,828,400
2745	9/15/2009	Triangle	12,000,000	0	1,595,168
2746	10/19/2013	Supesu Batorushippu Yamato	12,000,000	0	0
2747	12/10/1999	Diamonds	11,900,000	81,897	81,897
2748	3/20/1998	Madadayo	11,900,000	48,856	48,856
2749	4/21/1989	Pet Sematary	11,500,000	57,469,179	57,469,179
2750	11/27/2009	The Cry of the Owl	11,500,000	0	0
2751	10/9/2009	St. Trinian's	11,400,000	15,000	22,446,568
2752	5/25/1977	Star Wars Ep. IV: A New Hope	11,000,000	460,998,007	797,900,000
2753	6/8/1984	Gremlins	11,000,000	148,168,459	148,168,459
2754	12/22/1965	Doctor Zhivago	11,000,000	111,721,000	111,721,000
2755	12/10/2010	The Fighter	11,000,000	93,617,009	129,262,388
2756	10/24/2008	High School Musical 3: Senior Year	11,000,000	90,559,416	274,392,880
2757	9/22/2006	Jackass: Number Two	11,000,000	72,778,712	85,278,712
2758	3/13/1992	My Cousin Vinny	11,000,000	52,929,168	52,929,168
2759	4/7/1989	Major League	11,000,000	49,793,054	49,793,054
2760	4/4/2003	Phone Booth	11,000,000	46,566,212	97,837,138
2761	1/25/2002	A Walk to Remember	11,000,000	41,227,069	46,060,915
2762	12/29/1995	Dead Man Walking	11,000,000	39,387,284	83,088,295
2763	3/5/1999	Cruel Intentions	11,000,000	38,230,075	75,803,716
2764	10/17/2008	The Secret Life of Bees	11,000,000	37,770,162	39,984,023
2765	6/12/1981	History of the World: Part I	11,000,000	31,672,000	31,672,000
2766	10/23/2009	Saw VI	11,000,000	27,693,292	69,752,402
2767	10/12/2001	Corky Romano	11,000,000	23,978,402	23,978,402
2768	8/7/1992	Raising Cain	11,000,000	21,171,695	21,171,695
2769	4/13/1978	F.I.S.T	11,000,000	20,388,920	20,388,920
2770	1/1/1975	Barry Lyndon	11,000,000	20,000,000	20,000,000
2771	1/11/2013	Quartet	11,000,000	18,388,357	49,323,093
2772	11/21/2001	Out Cold	11,000,000	13,906,394	14,786,394
2773	10/13/2000	The Ladies Man	11,000,000	13,592,872	13,719,474
2774	3/30/2001	Tomcats	11,000,000	13,558,739	13,558,739
2775	12/6/2013	Inside Llewyn Davis	11,000,000	13,248,360	15,948,360
2776	4/12/2002	Frailty	11,000,000	13,110,448	19,947,280
2777	2/19/1993	Army of Darkness	11,000,000	11,502,976	21,502,976
2778	11/12/2004	Kinsey	11,000,000	10,214,647	13,000,959
2779	12/25/1993	What's Eating Gilbert Grape	11,000,000	9,170,214	9,170,214
2780	2/1/2002	Slackers	11,000,000	4,814,244	4,814,244
2781	9/26/2003	The Gospel of John	11,000,000	4,068,087	4,246,765
2782	10/10/2004	Vera Drake	11,000,000	3,753,806	13,353,855
2783	1/31/2003	The Guru	11,000,000	3,051,221	23,788,368
2784	12/14/1995	Othello	11,000,000	2,844,379	2,844,379
2785	5/12/1995	The Perez Family	11,000,000	2,794,056	2,794,056
2786	1/1/1970	The Molly Maguires	11,000,000	2,200,000	2,200,000
2787	1/1/1991	Return to the Blue Lagoon	11,000,000	2,000,000	2,000,000
2788	9/7/2007	Romance and Cigarettes	11,000,000	551,002	3,231,251
2789	11/10/2006	Copying Beethoven	11,000,000	355,968	355,968
2790	8/26/2011	Brighton Rock	11,000,000	229,653	229,653
2791	5/4/2012	LOL	11,000,000	0	10,431,506
2792	10/24/2008	Saw V	10,800,000	56,746,769	118,209,778
2793	4/27/2007	Jindabyne	10,800,000	399,879	2,862,544
2794	8/11/2006	Kabhi Alvida Naa Kehna	10,750,000	3,275,443	32,575,443
2795	6/4/1982	Poltergeist	10,700,000	74,706,019	121,706,019
2796	6/18/1999	An Ideal Husband	10,700,000	18,542,974	31,341,183
2797	12/25/2004	Darkness	10,600,000	22,163,442	34,409,206
2798	6/11/1982	ET: The Extra-Terrestrial	10,500,000	435,110,554	792,965,326
2799	4/2/1968	2001: A Space Odyssey	10,500,000	56,700,000	68,700,000
2800	4/20/2007	In the Land of Women	10,500,000	11,052,958	14,140,402
2801	12/31/1994	There Goes My Baby	10,500,000	125,169	125,169
2802	2/20/2004	The Blue Butterfly	10,400,000	1,610,194	1,610,194
2803	11/2/2001	Le Fabuleux destin d'Amélie Poulain	10,350,000	33,201,661	174,201,661
2804	4/30/2010	Housefull	10,100,000	1,183,658	18,726,300
2805	8/24/2007	September Dawn	10,100,000	1,066,555	1,066,555
2806	12/5/1997	Good Will Hunting	10,000,000	138,433,435	225,933,435
2807	10/22/2004	The Grudge	10,000,000	110,359,362	187,281,115
2808	6/26/1981	Stripes	10,000,000	85,300,000	85,300,000
2809	10/27/2006	Saw III	10,000,000	80,238,724	163,876,815
2810	8/25/2000	Bring it On	10,000,000	68,353,550	90,453,550
2811	1/29/1999	She's All That	10,000,000	63,465,522	63,465,522
2812	10/26/2007	Saw IV	10,000,000	63,300,095	135,759,694
2813	2/24/2006	Madea's Family Reunion	10,000,000	63,257,940	63,308,879
2814	1/7/2005	White Noise	10,000,000	56,094,360	92,094,360
2815	10/17/1986	The Color of Money	10,000,000	52,293,000	52,293,000
2816	10/2/1992	The Mighty Ducks	10,000,000	50,752,337	50,752,337
2817	11/6/2009	Precious (Based on the Novel Push by Sapphire)	10,000,000	47,566,524	68,722,848
2818	5/4/2012	The Best Exotic Marigold Hotel	10,000,000	46,383,639	134,729,347
2819	2/17/1989	Bill & Ted's Excellent Adventure	10,000,000	40,485,039	40,485,039
2820	10/4/1962	The Longest Day	10,000,000	39,100,000	50,100,000
2821	2/16/1996	Happy Gilmore	10,000,000	38,623,460	41,004,412
2822	8/31/2001	Jeepers Creepers	10,000,000	37,904,175	58,939,035
2823	12/11/1968	Oliver!	10,000,000	37,402,877	37,402,877
2824	2/16/2001	Recess: School's Out	10,000,000	36,696,761	44,451,470
2825	7/10/1985	Mad Max Beyond Thunderdome	10,000,000	36,230,219	36,230,219
2826	11/3/1977	Pete's Dragon	10,000,000	36,000,000	36,000,000
2827	10/4/1985	Commando	10,000,000	35,073,978	35,073,978
2828	9/17/2010	Devil	10,000,000	33,679,655	63,354,114
2829	11/22/2002	Friday After Next	10,000,000	33,253,609	33,526,835
2830	3/6/1992	The Lawnmower Man	10,000,000	32,100,816	32,100,816
2831	10/3/2008	Nick and Norah's Infinite Playlist	10,000,000	31,487,293	33,544,594
2832	11/12/1999	Dogma	10,000,000	30,651,422	43,948,865
2833	9/20/2002	The Banger Sisters	10,000,000	30,306,281	38,067,218
2834	12/8/2000	Snatch	10,000,000	30,093,107	83,593,107
2835	5/19/1989	Road House	10,000,000	30,050,028	30,050,028
2836	6/24/1983	Twilight Zone: The Movie	10,000,000	29,500,000	29,500,000
2837	11/23/1994	A Low Down Dirty Shame	10,000,000	29,317,886	29,317,886
2838	8/30/2013	One Direction: This is Us	10,000,000	28,873,374	68,541,786
2839	9/6/2002	Swimfan	10,000,000	28,564,995	34,364,995
2840	10/6/2006	Employee of the Month	10,000,000	28,444,855	38,364,855
2841	11/6/2009	The Fourth Kind	10,000,000	26,218,170	49,486,874
2842	3/25/1983	The Outsiders	10,000,000	25,697,647	25,697,647
2843	6/12/1998	Can't Hardly Wait	10,000,000	25,358,996	25,358,996
2844	8/17/2012	Sparkle	10,000,000	24,397,469	24,660,323
2845	4/26/2013	Mud	10,000,000	21,590,086	24,578,405
2846	11/12/2010	Skyline	10,000,000	21,416,355	78,693,371
2847	10/21/1983	The Dead Zone	10,000,000	20,766,000	20,766,000
2848	2/2/2001	Valentine	10,000,000	20,384,136	20,384,136
2849	2/23/2007	Reno 911!: Miami	10,000,000	20,342,161	21,851,362
2850	7/24/1998	Jane Austen's Mafia	10,000,000	19,843,795	30,143,795
2851	2/25/1994	Sugar Hill	10,000,000	18,272,447	18,272,447
2852	6/20/2008	Kit Kittredge: An American Girl	10,000,000	17,657,973	17,657,973
2853	9/23/2005	Roll Bounce	10,000,000	17,380,866	17,500,866
2854	12/11/1998	Rushmore	10,000,000	17,105,219	19,080,435
2855	1/19/1990	Tremors	10,000,000	16,667,084	16,667,084
2856	6/17/2005	The Perfect Man	10,000,000	16,535,005	19,535,005
2857	8/3/1990	Mo' Better Blues	10,000,000	16,153,000	16,153,000
2858	1/25/2002	Kung Pow: Enter the Fist	10,000,000	16,033,556	17,033,556
2859	5/30/2003	Wrong Turn	10,000,000	15,417,771	28,649,556
2860	5/16/1980	The Long Riders	10,000,000	15,198,912	15,198,912
2861	3/12/1999	The Corruptor	10,000,000	15,164,492	15,164,492
2862	8/14/2009	The Goods: Live Hard, Sell Hard	10,000,000	15,122,676	15,297,318
2863	6/28/2002	Hey Arnold! The Movie	10,000,000	13,684,949	13,684,949
2864	12/30/2005	The Matador	10,000,000	12,589,255	17,300,838
2865	3/14/1997	Love Jones	10,000,000	12,554,569	12,554,569
2866	12/19/2000	The Gift	10,000,000	12,008,642	44,567,606
2867	1/20/2006	End of the Spear	10,000,000	11,748,661	11,924,041
2868	3/9/2001	Get Over It	10,000,000	11,560,259	19,860,259
2869	2/19/1999	Office Space	10,000,000	10,827,813	12,827,813
2870	7/23/1999	Drop Dead Gorgeous	10,000,000	10,571,408	10,571,408
2871	6/11/1999	Le Violon rouge	10,000,000	10,019,109	10,019,109
2872	11/25/1998	Very Bad Things	10,000,000	9,949,470	21,094,974
2873	7/9/2004	Sleepover	10,000,000	9,408,183	9,408,183
2874	1/25/2013	Movie 43	10,000,000	8,840,453	22,855,518
2875	10/26/1984	Body Double	10,000,000	8,801,940	8,801,940
2876	5/21/2010	MacGruber	10,000,000	8,525,600	8,629,895
2877	7/18/2003	Dirty Pretty Things	10,000,000	8,112,414	14,156,753
2878	2/1/2008	Over Her Dead Body	10,000,000	7,570,127	20,717,656
2879	10/24/2001	Bones	10,000,000	7,316,658	8,378,853
2880	6/22/2012	Seeking a Friend for the End of the World	10,000,000	7,078,738	7,756,163
2881	12/1/2006	Turistas	10,000,000	7,027,762	14,321,070
2882	11/30/2012	The Collection	10,000,000	6,810,754	8,396,077
2883	10/30/1998	American History X	10,000,000	6,719,864	6,719,864
2884	1/16/2004	Teacher's Pet: The Movie	10,000,000	6,491,969	6,491,969
2885	10/15/1999	The Straight Story	10,000,000	6,197,866	6,197,866
2886	5/3/2002	Deuces Wild	10,000,000	6,044,618	6,244,618
2887	3/22/2008	Run, Fatboy, Run	10,000,000	6,003,262	36,743,410
2888	12/18/1981	Heartbeeps	10,000,000	6,000,000	6,000,000
2889	7/4/2007	Rescue Dawn	10,000,000	5,490,423	7,037,886
2890	4/5/2000	Black and White	10,000,000	5,241,315	5,241,315
2891	6/18/2010	I am Love	10,000,000	5,005,465	15,132,211
2892	10/26/2001	On the Line	10,000,000	4,365,455	4,690,802
2893	10/4/1996	Crash	10,000,000	3,357,324	3,357,324
2894	10/12/2012	Atlas Shrugged: Part II	10,000,000	3,336,053	3,336,053
2895	2/4/1994	Romeo Is Bleeding	10,000,000	3,275,585	3,275,585
2896	10/8/1999	The Limey	10,000,000	3,193,102	6,030,047
2897	12/22/2000	The House of Mirth	10,000,000	3,041,803	5,141,803
2898	9/9/2011	Bucky Larson: Born to Be a Star	10,000,000	2,529,395	2,529,395
2899	10/6/2000	Bamboozled	10,000,000	2,185,266	2,373,937
2900	2/11/1981	Sphinx	10,000,000	2,000,000	11,400,000
2901	5/3/2013	The Iceman	10,000,000	1,930,401	1,930,401
